SampleNo,DriverGender,DriverAge,YearsLicensed,Licensed Age,WindscreenExtension,RentalCar,Alarm,GarageType,FinanceType,StandardExcess,LicenceType,CurrentInsurer,Modified,Num Claims,Num Claims in 3 years,Num Claims in 5 years,Vehicle Sum Insured,TypeOfUse,CoverType,ExistingPolicies,RoadsideRescue,Other Accessories,Additional Driver,AAMember_B,Start Date,Immobliser,HasPassengerFare,HasTradeUse,HCusinessUseType,IsACustomer,Vehicle Year,Make,Model,gd2000_xcoord,gd2000_ycoord,X_Coord,Y_Coord
2713,Male,71,54,17,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,33300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Kia,Sportage,176.2962542,-38.13318135,1888916.329,5774273.053
2714,Male,66,47,19,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,49500,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Kia,Sorento R,176.2441698,-38.1542303,1884268.166,5772097.79
2715,Female,33,14,19,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,24497,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Kia,Cerato,176.203611,-38.07868982,1881003.027,5780606.174
2716,Male,43,24,19,No,No,No,Carport,NO,400,NZFULL,F,No,0,0,0,19087,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Honda,Accord Euro,176.2516149,-38.1467001,1884950.038,5772910.747
2717,Male,16,0,16,No,No,Yes,Garage,NO,400,NZLEARNERS,B,No,0,0,0,19625,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Subaru,Legacy,176.2908745,-38.15308095,1888366.231,5772080.987
2718,Male,36,17,19,No,No,No,Driveway,NO,400,NZFULL,C,No,2,2,2,27467,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Hyundai,I30,176.2430289,-38.12838293,1884268.57,5774970.278
2719,Male,18,0,18,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,74595,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Volkswagen,Crafter,174.7815779,-36.79552402,1758948.557,5926329.993
2720,Male,52,32,20,No,No,Yes,Garage,NO,400,NZLEARNERS,H,No,0,0,0,61280,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Toyota,Landcruiser,174.7839532,-36.79841302,1759154.516,5926005.523
2721,Female,30,12,18,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,46700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Skoda,Kodiaq,174.7860491,-36.81119097,1759315.035,5924584.383
2722,Male,36,18,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,7137,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Fiat,Sedici,174.7751954,-36.77895217,1758413.196,5928179.139
2723,Male,69,51,18,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,27100,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mitsubishi,Triton,174.7741267,-36.78239513,1758310.735,5927798.932
2724,Male,47,28,19,No,No,No,Garage,NO,400,NZFULL,C,No,0,0,0,110800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Toyota,Landcruiser,174.7844321,-36.8059614,1759181.616,5925167.271
2725,Male,25,7,18,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,19097,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Mitsubishi,Triton,174.7952655,-36.80687218,1760146.21,5925048.131
2726,Female,23,0,23,No,No,Yes,Street,Other,400,OTHER OVERSEAS,F,No,0,0,0,43325,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Ford,Ranger,174.7802388,-36.80710408,1758805.154,5925047.471
2727,Male,24,0,24,No,No,No,Carport,NO,400,NZFULL,H,No,3,1,2,38600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Toyota,Hilux,174.7842472,-36.80270713,1759171.858,5925528.624
2728,Male,26,9,17,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,6270,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2012,Suzuki,Alto,174.786923,-36.80772088,1759400.19,5924967.915
2729,Female,41,22,19,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,34770,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Toyota,Fj Cruiser,174.7932873,-36.80830918,1759966.738,5924892.015
2730,Male,26,3,23,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,7067,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2003,Mazda,Bongo,174.7924022,-36.80472,1759895.242,5925291.697
2731,Male,24,7,17,No,No,Yes,Garage,NO,400,NZLEARNERS,B,No,0,0,0,29300,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2019,Toyota,Hiace,174.7822742,-36.80662572,1758987.727,5925097.16
2732,Female,36,19,17,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,5783,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Hyundai,Lavita,175.7568082,-37.76237208,1842842.959,5816970.473
2733,Male,18,0,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,38778,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mazda,Cx-5,175.7565126,-37.75885353,1842828.429,5817361.73
2734,Female,54,36,18,No,No,Yes,Garage,NO,400,NZFULL,G,No,0,0,0,42500,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mazda,Bt-50,175.7536732,-37.75834523,1842579.911,5817425.513
2735,Female,69,50,19,No,No,No,Carport,NO,400,NZFULL,B,No,0,0,0,34210,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Ford,Focus,175.7499067,-37.75563242,1842256.898,5817736.347
2736,Male,23,4,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,H,No,0,0,0,23993,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Volkswagen,T5,175.7539273,-37.76336147,1842585.902,5816868.152
2737,Female,21,3,18,No,No,No,Garage,NO,400,NZFULL,A,No,4,1,3,20990,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Peugeot,Partner,175.4638565,-37.89162118,1816654.545,5803347.718
2738,Female,21,2,19,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,36877,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Ford,Ranger,175.6910855,-37.53886033,1837764.643,5841943.807
2739,Male,57,39,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,23160,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Toyota,Hiace,176.1065867,-38.69882787,1870170.618,5712062.06
2740,Male,43,24,19,No,No,No,Garage,NO,400,NZFULL,E,No,0,0,0,35100,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Peugeot,5008,175.6955254,-37.5429191,1838144.074,5841482.138
2741,Male,28,9,19,No,No,No,Driveway,NO,400,NZFULL,E,No,0,0,0,37000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Nissan,Navara Rx,175.0455041,-41.12305125,1771714.684,5445566.577
2742,Female,44,25,19,No,No,No,Carport,NO,400,NZFULL,B,No,0,0,0,33743,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Holden,Colorado,174.9781493,-41.14635255,1766001.336,5443110.276
2743,Female,49,26,23,No,No,No,Garage,NO,400,NZFULL,A,No,1,1,1,50737,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Skoda,Kodiaq,175.0367146,-41.1357316,1770943.855,5444176.08
2744,Male,52,33,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,H,No,0,0,0,31680,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Ford,Transit Custom,175.1364708,-41.09616732,1779424.783,5448367.909
2745,Male,27,8,19,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,33920,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Insignia,175.0599133,-41.12442128,1772920.771,5445385.958
2746,Male,50,32,18,No,No,No,Driveway,NO,400,NZFULL,G,No,1,1,1,113550,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Audi,A6,175.0699459,-41.12344128,1773765.6,5445474.787
2747,Female,48,29,19,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,20193,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Toyota,Hilux,175.0974701,-41.11430852,1776100.733,5446433.431
2748,Male,22,4,18,No,No,No,Carport,AA Finance,400,NZFULL,A,No,0,0,0,26150,Company Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Holden,Colorado,175.0983568,-41.11233065,1776180.474,5446651.225
2749,Male,25,8,17,No,No,No,Driveway,NO,400,NZFULL,E,No,4,1,3,15337,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Suzuki,Sx4,175.0967416,-41.11418797,1776039.888,5446448.288
2750,Male,51,33,18,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,41070,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Volkswagen,Amarok,175.0960782,-41.11326267,1775986.659,5446552.357
2751,Female,48,30,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,10935,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Ford,Fairmont,175.099903,-41.11285,1776308.913,5446590.436
2752,Male,17,0,17,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,45400,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Ford,Tourneo Custom,175.0987418,-41.11183823,1776214.119,5446705.115
2753,Male,18,0,18,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,25440,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Holden,Colorado,175.0955239,-41.11349547,1775939.495,5446527.631
2754,Female,17,0,17,No,No,No,Carport,NO,400,NZFULL,C,No,0,0,0,116600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Lexus,Lx570,175.1006558,-41.11040682,1776378.664,5446860.159
2755,Male,17,0,17,No,No,Yes,Garage,NO,400,NZRESTRICTED,D,No,0,0,0,30190,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Nissan,Navara Rx,175.0984854,-41.10981605,1776197.999,5446930.14
2756,Female,18,0,18,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,28983,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Honda,Crv,175.099354,-41.1047543,1776284.478,5447490.347
2757,Male,20,2,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,41050,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Ford,Mondeo,175.0982876,-41.11139783,1776177.159,5446754.928
2758,Female,40,22,18,No,No,No,Carport,NO,400,NZFULL,H,No,0,0,0,37333,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Toyota,Landcruiser,175.1012171,-41.1070681,1776434.738,5447229.693
2759,Female,51,33,18,No,No,No,Carport,Other,400,NZFULL,A,No,3,2,3,138250,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,BMW,X6,175.0998434,-41.11013287,1776311.181,5446892.218
2760,Female,30,6,24,No,No,Yes,Garage,NO,400,NZRESTRICTED,J,No,0,0,0,5753,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2003,BMW,318i,174.9303433,-36.92118632,1771940.6,5912130.33
2761,Male,24,5,19,No,No,Yes,Street,Other,400,OTHER OVERSEAS,H,No,1,1,1,24550,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Ford,Transit,174.9313683,-36.93697888,1771996.409,5910376.303
2762,Female,48,26,22,No,No,No,Garage,NO,400,NZFULL,C,No,4,2,3,46250,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Mercedes-Benz,Vito,174.9287068,-36.94638002,1771738.256,5909338.049
2763,Female,54,30,24,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,28780,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Jeep,Wrangler,174.9195288,-36.93239867,1770952.175,5910905.777
2764,Female,31,12,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,H,No,0,0,0,114425,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Toyota,Landcruiser,174.9197425,-36.94449133,1770944.184,5909563.719
2765,Male,24,5,19,No,No,No,Carport,Other,400,NZFULL,E,No,0,0,0,99050,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Mercedes-Benz,Gle400,174.9113774,-36.94170512,1770205.433,5909887.823
2766,Male,62,44,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,B,No,0,0,0,21675,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Cruze,174.9284742,-36.92512537,1771765.257,5911696.664
2767,Male,28,10,18,No,No,No,Garage,NO,400,NZFULL,A,No,0,0,0,12807,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Subaru,Legacy,174.921043,-36.94074448,1771068.379,5909977.097
2768,Male,53,34,19,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,14457,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Kia,Carnival,168.3714464,-46.44373837,1244495.469,4846230.838
2769,Male,35,16,19,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,18853,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Holden,Cruze,168.3726471,-46.4331091,1244518.42,4847417.13
2770,Female,38,17,21,No,No,No,Garage,NO,400,NZFULL,C,No,2,2,2,12287,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Hyundai,I20,168.363009,-46.43166742,1243768.673,4847533.833
2771,Male,17,0,17,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,18157,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Honda,Civic,168.3852821,-46.42029327,1245405.694,4848897.773
2772,Male,34,16,18,No,No,Yes,Garage,Other,400,NZRESTRICTED,H,No,4,0,3,36313,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Holden,Astra,168.3652196,-46.42111157,1243869.602,4848716.533
2773,Female,24,6,18,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,14940,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Suzuki,Kizashi,172.036181,-43.39927112,1521951.074,5194394.209
2774,Female,42,18,24,No,No,No,Driveway,NO,400,NZFULL,G,No,0,0,0,28467,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Hyundai,Sonata,172.0302392,-43.39521273,1521464.67,5194839.343
2775,Female,39,20,19,No,No,Yes,Garage,NO,400,NZFULL,B,No,1,1,1,40060,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Nissan,Navara St,172.4934473,-43.64861237,1559148.643,5167029.158
2776,Male,25,8,17,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,13763,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Holden,Cruze,172.496401,-43.64180378,1559382.259,5167786.777
2777,Male,45,26,19,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,14740,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Hyundai,I20,172.7299184,-43.51515275,1578170.891,5181940.357
2778,Female,34,17,17,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,51600,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Kia,Sorento R,172.6733447,-43.52318364,1573601.871,5181032.063
2779,Female,41,22,19,No,No,No,Driveway,NO,400,NZFULL,D,No,3,1,2,30770,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mazda,Cx-3,172.6638781,-43.50047922,1572826.657,5183550.531
2780,Male,49,30,19,No,No,Yes,Street,Other,400,OTHER OVERSEAS,H,No,0,0,0,12225,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Kia,Rio,172.6676606,-43.51117322,1573137.192,5182364.102
2781,Male,25,7,18,No,No,Yes,Garage,NO,400,NZFULL,D,No,1,0,0,19057,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Volkswagen,Crafter,173.9501377,-41.51857277,1679278.911,5403238.092
2782,Female,18,0,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,G,No,0,0,0,9700,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2010,Nissan,Tiida,173.9549466,-41.50422892,1679697.76,5404826.142
2783,Female,20,2,18,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,20300,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Holden,Commodore,173.9559267,-41.53585952,1679740.717,5401313.563
2784,Male,24,6,18,No,No,No,Driveway,NO,400,NZFULL,F,No,0,0,0,43250,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2018,Mini,Convertible,171.2587431,-42.39506975,1456686.632,5304889.594
2785,Female,39,21,18,No,No,No,Carport,NO,400,NZFULL,A,No,0,0,0,9810,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,Suzuki,Swift,171.2460175,-42.39101095,1455629.922,5305318.741
2786,Male,29,12,17,No,No,No,Carport,Other,400,NZFULL,B,No,0,0,0,208000,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Land Rover,Range Rover,171.2562372,-42.39292932,1456475.5,5305123.039
2787,Female,19,0,19,No,No,Yes,Garage,NO,400,NZFULL,G,No,0,0,0,24057,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2013,Nissan,Navara St-X,171.2632351,-42.3978043,1457062.562,5304593.514
2788,Female,19,0,19,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,13910,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Ford,Ranger,171.2428772,-42.37416505,1455332.755,5307183.988
2789,Female,47,12,35,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,22737,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mitsubishi,Triton,171.2471857,-42.40252673,1455752.464,5304041.998
2790,Male,26,7,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,E,No,0,0,0,40530,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Ford,Transit Cargo,174.9257932,-36.918049,1771542.299,5912486.611
2791,Female,37,19,18,No,No,No,Garage,NO,400,NZFULL,F,No,0,0,0,17297,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2011,BMW,120i,174.900901,-36.92437382,1769310.776,5911829.377
2792,Female,26,7,19,No,No,No,Garage,NO,400,NZFULL,C,No,0,0,0,14223,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2007,Holden,Ute,174.8928748,-36.92319407,1768598.419,5911974.494
2793,Female,48,30,18,No,No,No,Driveway,NO,400,NZFULL,H,No,2,0,2,24153,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2015,Mitsubishi,Triton,174.9112404,-36.92150742,1770238.164,5912128.988
2794,Male,33,15,18,No,No,Yes,Street,Other,400,OTHER OVERSEAS,F,No,3,2,2,54900,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Holden,Calais,174.9062173,-36.94245568,1769744.22,5909813.753
2795,Female,23,3,20,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,13820,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Mitsubishi,Outlander,174.9069486,-36.922284,1769854.121,5912050.482
2796,Male,23,5,18,No,No,No,Garage,NO,400,NZFULL,B,No,0,0,0,22500,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2018,Subaru,Impreza,174.9182975,-36.92448463,1770860.174,5911786.043
2797,Male,16,0,16,No,No,Yes,Garage,NO,400,NZLEARNERS,A,No,0,0,0,14825,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2011,Hyundai,Elantra,174.9172819,-36.92130302,1770776.805,5912140.86
2798,Male,75,51,24,No,No,No,Carport,NO,400,NZFULL,G,No,0,0,0,164800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,BMW,X5,176.2480609,-38.15121982,1884620.923,5772419.996
2799,Female,17,0,17,No,No,No,Driveway,NO,400,NZFULL,A,No,0,0,0,20650,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Suzuki,Swift,176.2373577,-38.12205412,1883795.864,5775690.136
2800,Male,20,0,20,No,No,Yes,Garage,NO,400,NZFULL,H,No,0,0,0,20880,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Ssangyong,Rexton,176.1990964,-38.08423962,1880585.696,5780003.836
2801,Male,25,6,19,No,No,No,Driveway,NO,400,NZFULL,C,No,3,3,3,37200,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2019,Toyota,Hiace,176.2404493,-38.14678077,1883970.996,5772936.08
2802,Female,35,19,16,No,No,Yes,Garage,NO,400,NZRESTRICTED,J,No,0,0,0,8927,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2008,Suzuki,Grand Vitara,172.7096333,-43.50743325,1576528.374,5182792.15
2803,Female,33,15,18,No,No,No,Carport,NO,400,NZFULL,H,No,3,0,2,51200,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,BMW,320d,172.7320717,-43.51853318,1578346.139,5181565.494
2804,Male,28,10,18,No,No,No,Carport,NO,400,NZFULL,J,No,2,1,2,24730,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2016,Kia,Cerato,172.7336479,-43.52172005,1578474.66,5181211.974
2805,Male,42,22,20,No,No,No,Carport,Other,400,NZFULL,H,No,0,0,0,10800,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Mazda,Mazda3,174.7983855,-36.62125317,1760811.1,5945636.146
2806,Male,16,0,16,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,15737,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Honda,Jazz,174.7573701,-36.64056355,1757103.958,5943561.739
2807,Male,27,9,18,No,No,No,Driveway,NO,400,NZFULL,B,No,0,0,0,24410,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2014,Toyota,Hilux,174.7675999,-36.63453802,1758030.868,5944213.426
2808,Male,44,25,19,No,No,Yes,Garage,NO,400,NZFULL,B,No,0,0,0,16793,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2009,Holden,Colorado,174.773848,-36.61785,1758623.733,5946054.518
2809,Female,37,19,18,No,No,No,Driveway,NO,400,NZFULL,H,No,0,0,0,17183,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2015,Hyundai,Accent,174.768097,-36.628325,1758088.011,5944901.891
2810,Female,20,2,18,No,No,No,Garage,NO,400,NZFULL,J,No,1,1,1,40023,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2012,Volkswagen,Crafter,174.804507,-36.606637,1761389.004,5947247.423
2811,Male,23,5,18,No,No,No,Driveway,NO,400,NZFULL,J,No,0,0,0,28360,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2014,Mercedes-Benz,B200 Cdi,171.7555256,-43.90154148,1500060.208,5138309.967
2812,Female,17,0,17,No,No,Yes,Street,Other,400,OTHER OVERSEAS,A,No,0,0,0,12600,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2007,Holden,Commodore,171.7524744,-43.9117578,1499832.311,5137171.575
2813,Male,32,13,19,No,No,Yes,Garage,NO,400,NZFULL,F,No,0,0,0,23947,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2017,Mazda,Cx-3,171.7593048,-43.90297225,1500366.092,5138155.62
2814,Male,30,12,18,No,No,No,Driveway,NO,400,NZFULL,A,No,4,3,4,4045,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2001,Holden,Vectra,171.7542708,-43.89439318,1499947.468,5139102.387
2815,Female,23,5,18,No,No,No,Driveway,NO,400,NZFULL,C,No,0,0,0,12567,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2009,Honda,Accord,171.758389,-43.91244208,1500308.357,5137102.73
2816,Female,31,7,24,No,No,No,Carport,NO,400,NZFULL,F,No,0,0,0,25670,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2017,Suzuki,Vitara,171.7342972,-43.88215765,1498322.434,5140436.967
2817,Male,35,16,19,No,No,No,Garage,NO,400,NZFULL,H,No,0,0,0,11090,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2008,Volvo,S80,171.7429234,-43.9014375,1499047.983,5138306.193
2818,Male,46,28,18,No,No,No,Driveway,NO,400,NZFULL,D,No,0,0,0,12863,Private Use,COMPREHENSIVE,No,No,No,0,No,TODAY,No,No,No,No,No,2013,Ford,Fiesta,171.7579195,-43.89128163,1500235.325,5139452.389
2819,Male,31,12,19,No,No,Yes,Garage,NO,400,NZRESTRICTED,D,No,0,0,0,43617,Private Use,COMPREHENSIVE,No,No,No,0,No,TOMORROW,No,No,No,No,No,2016,Mitsubishi,Pajero Sport,171.7271145,-43.91182788,1497796.193,5137132.725
